 reviewerID,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,No_Of_Reviews,P_Filtered
KcqBSDp461EXqhpfapivJQ,0,33,1,16,1,5,0,0,0,33,18.9189
KCz2KvNeV74Dui_wHp_2iQ,3,15,6,22,4,3,15,0,0,15,6.25
KdNbI5p_4XPLXzxnAZ78cw,2,82,51,120,49,18,12,0,3,82,14.4578
KfBlivGWgKuP7ZMoVUhkzQ,7,1,0,0,0,0,0,12,0,1,0
KFCWmHW6FSVRda2Rdl5jpQ,2,6,0,1,1,0,0,0,0,6,14.2857
KFitQ66srWa00NiJuOHK2A,15,12,6,37,15,5,12,0,1,12,15.3846
kFof1PzJyKVG15JcqOF8Xg,0,1,0,0,0,0,0,0,0,1,0
KGmQLmK1FixIBtsKN9jnMw,4,26,3,16,8,1,6,0,0,26,0
Kh34OUwUgLGSRguPV_MPdw,18,96,6,66,23,24,36,57,2,96,6.25
kI61zj0TLixGndf7uoCOcQ,0,1,0,0,0,0,0,0,0,1,0
kIeBFp6DU3E1THLz4RFOlw,97,1087,176,729,360,396,90,23,12,1087,19.1892
KiZWDntaaitXgHcw-wEk0A,3,2,0,0,0,0,0,0,0,2,0
kjWvbWV2KJyV0PfpnG9ewg,30,109,28,88,37,37,16,235,5,109,7.33945
kk-bXv0GI7bDg1RIRJNCIw,36,193,45,281,103,93,32,5,6,193,6.15385
KKCKddEqHEmeQuXnrEcDUQ,2,5,0,1,0,0,0,0,0,5,0
KLuQ7DYGTecKXgtKA9fnww,7,13,1,6,2,0,1,0,0,13,0
kly-p8PmFumtLdhheVmUMw,25,87,11,61,30,14,11,42,4,87,2.17391
kmcdzKMT_XXYMjaTK-D63w,9,29,7,21,6,0,5,0,1,29,17.2414
KMJZ3W3Ftsxv3-3GijjnJg,0,20,1,16,6,4,0,0,0,20,18.1818
kmq3hXRRo1DMDjXWqGv88Q,1,6,0,2,1,0,0,0,0,6,16.6667
kniH8k31TJ1DVd5Nz-7LwQ,18,21,0,14,7,14,0,22,0,21,19.2308
KoawuzzzhG9nhqHLGU9LSQ,0,1,0,1,1,1,0,0,0,1,0
koInpi1oXUOoMegmtSbOUw,5,2,0,0,0,0,0,0,0,2,0
Koj_hdQP-NLkEs_1H4jIrw,1,3,2,3,1,0,0,0,0,3,0
kOUfmfOwUFtjau-OPF0F9w,348,562,103,2661,1773,1176,1028,125,38,562,19.2579
KPxrwU_ijoutO7vz5plyZA,0,61,4,99,25,36,2,1,0,61,12.9032
Kr1Wi0zMySIb15KqNMMgzQ,0,1,0,0,0,0,0,0,0,1,0
KR4nrrDGo46YM5ZRAhbiKQ,0,29,1,0,0,0,0,0,0,29,6.25
kSAfB77PvoC_YQ5mdr1Hcw,1,4,1,7,1,1,0,0,0,4,0
ksBknCD-tb_bpmhu_e-vwg,0,8,1,7,2,0,0,0,0,8,12.5
kShuZWdXSfJBundOuWFPSw,9,12,1,2,1,0,0,0,1,12,0
Kt9B6LhMNL4sDyweC9-alw,3,51,0,10,2,3,6,1,0,51,19.6078
KtRukJ1cCeky5yJm8cq-2w,82,94,2,147,60,79,16,3,1,94,13.8614
KubP8phZrn4Z5APQdN4PYg,0,4,0,0,0,0,0,0,0,4,0
kUJ-4h--XGPAbSty2iwcXg,27,3,0,3,0,1,0,0,2,3,0
kUZ128Ym3gDfLrONMPF0tg,248,209,26,1431,937,767,552,0,17,209,13.615
Kv-D9zdGvlJmiYVMRLHS6g,0,3,0,0,0,0,0,0,0,3,0
KVeT8BBQByow7Vayd7Vg1A,0,1,0,0,0,0,0,0,0,1,0
kvJN7kWB_DmAsoQ2Mi0ZNA,0,18,0,7,1,5,0,0,0,18,0
KVN1eio-4QU3zlkPmZHRFQ,29,139,17,103,29,56,11,27,3,139,7.23684
kW5CMyf_ivYgQYJoDFkk2g,32,7,0,1,0,0,0,3,0,7,14.2857
kW97m9suRb2CfrAc2QYQzg,28,1,0,0,0,0,0,0,0,1,0
KWFYtIdXHTUEy965LeTHMw,20,109,9,101,48,36,35,0,4,109,7.20721
kWQ9aiYQgEbBVTY55sf9RQ,4,1,0,1,0,0,0,2,0,1,0
kWS7Ui-A4wI_G_e_DqNhIA,17,11,0,5,0,0,1,1,0,11,9.09091
Kx_eu0rIJk7oGXHtrtBUDQ,10,22,18,20,5,3,2,0,0,22,0
kYPGCLG8-F5EHFuQKq8BSw,0,13,0,0,0,0,0,0,0,13,15.3846
kYrexRp_bNkpjxstfV__zw,0,4,0,2,0,0,1,0,0,4,0
KYtrBL_Cp1CudlGC1XiiSA,625,1022,174,3515,2685,1668,1860,70,42,1022,14.8978
Kz7TeNjjec826Un2HjZRaA,4,16,8,14,4,6,0,0,0,16,12.5
l_9GmFsVytuLHVboSnlAMA,37,8,0,1,0,0,0,0,0,8,100
l_YWa0D-4kGja-iduZmYPQ,0,3,0,0,0,0,0,0,0,3,100
L-0rmyeDLLdXeFQbfdiHRw,1,22,2,32,10,12,1,0,1,22,17.3913
l1vDToNNfMIIaZiuSJoDLA,12,4,0,2,1,0,0,0,0,4,0
l2b71wTOe91z5H6sN92E-Q,28,13,0,35,18,10,4,0,5,13,15.3846
L6emKzUz5SvJni6pGAoSow,7,14,2,18,8,10,3,33,2,14,14.2857
l7si7iqC4POeu6hmEsTcQA,59,7,0,20,8,0,23,0,0,7,100
lagFETKY382h6AOkLSJ3Uw,1,5,1,9,7,10,1,0,0,5,0
lb2RHKIDSo3z1GA-ONogPQ,1,7,0,0,0,0,0,0,0,7,100
lB6DUdfyyqBLfbGY2m4koQ,0,2,0,0,0,0,0,0,0,2,100
lbAPRUm_EfCd8pf4w8YFDw,4,11,0,0,0,0,0,0,0,11,100
lBbZCyV1pq5RfJNByOs4oQ,0,2,0,0,0,0,0,0,0,2,100
lBqbYej5ncfgJ8cSUWat_w,41,4,0,10,8,6,0,0,2,4,16.6667
lCbuAz7PCsYPs9LxmWT9qA,1,7,0,1,1,1,0,0,0,7,100
lCcKRBEXD6cFZ1AiBWa2NA,0,1,0,0,0,0,0,0,0,1,100
lCDObv3TVosHfyjGhRZxHg,14,28,0,23,9,11,3,0,0,28,100
lCS__1kpiMRsxzPgspnV_A,2,45,3,27,15,11,5,0,1,45,19.5652
LcsnX1jRBAfc6QRB6DhQuw,2,6,0,4,0,0,1,0,0,6,14.2857
LdBDrIua6BauBJwqdhPCBQ,19,10,1,6,1,2,4,5,1,10,10
ldcdMQ3j8Idud9sTaOdH-Q,0,2,0,2,0,0,0,0,0,2,100
lDH2a9MWYY0BkKA94VNypQ,0,1,0,1,0,1,0,0,0,1,100
ldKHDdktprLddv-7dYcgGQ,0,5,0,0,0,1,0,0,0,5,0
lDn8t7cZp0SR89_0A4KLQw,3,1,0,0,1,1,0,0,0,1,100
ldoneviEp7am3PZjv8Elwg,0,1,0,0,0,0,0,0,0,1,0
ldp7D0JYi-zlRNMN_Th10w,2,4,0,3,1,0,0,0,1,4,100
LDSNM_IUxbZamZBmVABemQ,49,332,141,489,193,161,77,0,8,332,12.3494
LDtlPQmus1_knyGSuI-bgQ,163,145,28,647,490,520,532,142,26,145,8.96552
ldXesD2F69OfT1E7rRyEiw,0,6,0,1,0,0,0,0,0,6,100
ldXj4ZTnrFACVVn5gnVsXQ,0,1,0,0,0,0,0,0,0,1,100
le0JisqPV3r_VlVhs1XgsA,0,3,0,5,0,0,0,0,0,3,100
lE3ontpd9iwhuBMcPvPCFA,0,1,0,0,0,0,0,0,0,1,100
leaZtExlxtSLkuiMkS24zA,0,21,0,13,8,0,1,0,0,21,100
le-gg4zCnOeu-_KJrgCTiQ,0,3,0,2,0,0,0,0,0,3,100
lEgR-kQl8vLVJ0tu0eZ41Q,0,3,0,3,0,0,0,0,0,3,100
lekqEGRJw689QfeC9357CA,0,4,0,0,1,0,3,0,0,4,100
leu2l3CdLkBeqi0tUHrjtQ,0,3,0,6,4,4,0,0,0,3,100
lf_ta5emVE_q7hlVcBYqRQ,0,1,0,0,0,0,0,0,0,1,100
lf2JsPiTm6CEYn6Ka7Tk4g,0,1,0,0,0,0,0,0,0,1,100
lf-WO9ELdGY7qH5Q62UbTQ,0,2,0,0,0,0,0,0,0,2,0
lfXSN1dpMXlDzLECi7A2TQ,0,10,0,1,1,0,0,0,0,10,100
lfyuxlkKO011lylOi9iLmQ,0,12,0,8,0,2,1,0,0,12,100
lfyYtCyr2kxuLQJqpJwj5w,0,4,0,11,2,3,0,0,0,4,100
LFzCNWu8tIxGNPk358QVJg,64,262,34,305,204,171,101,96,8,262,8.95522
lG0zzvwm30tK9I1sZZx2SA,0,5,0,1,0,0,0,0,0,5,100
LgLmJgcFmyxHs6bmM1Y63w,13,31,2,63,32,27,2,20,3,31,15.1515
lgLmpKF_BvgHStzdYvb2Rw,0,5,1,3,0,0,0,0,0,5,100
lGn4egM1VGg_yrCsF87q4Q,0,2,0,2,0,1,0,0,0,2,0
LGsM6_iXHNLIGTlSI8Go3w,26,55,8,32,11,9,6,178,0,55,3.50877
lgu0nQXabvRba1_Y8xwCbA,0,1,0,0,0,0,0,0,0,1,100
lH913sX4Mr7e8v2LMEAyJA,0,18,0,4,3,4,1,1,0,18,100
lHClJ5d4BiY8BBWpFxiTVg,0,6,0,0,0,0,0,0,0,6,100
lHhsuJJTzxFu5oz8zV8ZvQ,0,5,0,0,0,0,0,0,0,5,100
lhR_wY2iELB36Ma9IZs4tA,0,7,0,3,0,1,0,0,0,7,0
lHSKLGXfPz73rb1_mIQgUQ,1,2,0,0,0,0,0,0,0,2,0
lhyo-FIpYrsNzTVJgMYULA,0,5,0,0,0,0,0,0,0,5,100
lhZSnFH5J_T8Yr-SrAbMkA,7,7,1,9,6,5,6,0,0,7,14.2857
LikjsxDnVVpMbFkTaYgr_w,5,33,3,5,0,2,0,0,0,33,18.1818
lIkU46kcRJWuqLdp0FDrmg,0,4,0,0,0,0,0,0,0,4,100
liOrSq6z1mozvDH0GCDNyg,7,81,9,30,18,11,12,1,1,81,1.9802
lja_BWqDWlpJK9FNgWFWKA,13,5,0,6,0,0,2,0,0,5,100
ljov_E9UYEo_PuN8RByJGw,0,3,0,0,0,0,0,0,0,3,100
ljSRQWHUC1iF3O3FsSClXw,6,8,1,3,0,0,0,0,0,8,12.5
Lk_tN_FSf26DJxv4p8iINw,3,1,0,1,1,0,2,0,0,1,0
lKIfKXXgWjMbcRE2xcUeug,15,94,11,51,18,4,2,5,0,94,5.30973
LKqiiV6lDU3X_NfHsTuyJg,77,146,30,1188,866,622,226,0,9,146,15.0327
LKSsrhF2It-YUzz3D2DKAw,8,48,1,33,6,6,2,0,0,48,8.33333
LkXNQQaIc5yrKu9Ap87RrA,121,268,37,386,138,146,105,353,11,268,15.3846
LKzls_vBD97-tsMu0MV26g,38,76,3,108,73,52,38,0,5,76,12.987
ll1m5ipP6cVGF6fGVYP9Ag,0,11,0,3,0,2,0,0,0,11,100
llbnacjWEjNgeB2hk7fVdA,0,3,0,1,0,1,0,0,0,3,100
lmfiKw1HAQ1KE6PUUyePiQ,0,1,0,0,0,0,0,0,0,1,100
lMg8AQNQ7O_OfLrBPuRuUw,0,4,0,5,4,1,0,0,0,4,100
lmKLTMTtQxogGcoWQy1dJg,0,5,1,0,0,0,0,0,0,5,100
LmM-d4GL5nYw6PceMXWkFQ,24,41,1,10,4,3,0,47,1,41,12.766
lNGRO4xCk-VZFy0OomoP8g,0,4,0,0,0,0,0,0,0,4,100
lNu1mSOcBtQtVInC1x9hDA,4,10,0,3,2,0,1,0,0,10,100
lNxXCauI40UYbyM_YbPThQ,0,1,0,1,1,0,0,0,0,1,100
lO2PTMv_Hgh5zI6T4n2vJw,0,4,0,0,1,0,0,0,0,4,100
lOoK48CrfEvXuIFYyq40xA,0,1,0,2,1,2,0,0,0,1,100
loRjHmWBEqKNOHkBvumhhA,0,3,0,1,1,0,1,0,0,3,100
lOVE-lvv5lF3J7Edo7YMbA,0,4,1,3,1,2,0,0,0,4,100
lP0DggTSgvAEYiy5Tfq_9A,0,90,0,14,4,4,2,0,0,90,92.2222
lp4eV2y63ihsAznYVMwERw,0,2,0,0,0,0,0,0,0,2,100
lpC-CoYgyg54H5IGnEwskQ,3,2,0,0,0,0,0,11,0,2,0
lPFL3f6bXyc0EliYclxN_w,0,15,0,5,0,1,1,0,0,15,13.3333
lPhheJxfQc4ppGRrQp-uTQ,0,1,0,2,2,2,0,0,0,1,100
LPlNc0psKUnZsN_6G_GkmA,0,9,0,1,0,0,0,0,0,9,11.1111
lpnCggvUu3Vbao3viTNOlQ,0,1,0,0,0,0,0,0,0,1,100
lpVyHoL2Xb2Mjy68Dp-DQQ,0,23,0,7,1,2,0,0,0,23,91.3044
lpW8jeLMtLi4Z4QUCNHx-w,0,7,1,5,0,0,0,0,0,7,100
lPY9bTT3eMwfaa9CIA0ODA,0,5,0,3,2,3,0,0,0,5,100
lPZq2oWUGYQa_snc7aqU7A,18,7,0,1,0,0,0,0,0,7,100
lqAaC0viIRLDO9IRETlM6g,0,7,0,1,2,5,0,0,0,7,100
lqD7mwlfN44gc5_jL8j61A,0,11,0,2,2,1,0,0,0,11,100
lqNeBgMm-eNhyE-EK7ZeXQ,59,115,34,271,168,241,64,0,4,115,15.3846
lQumH-DXRZCEtyuWGdh64g,484,12,7,255,242,200,1679,0,28,12,15.3846
Lr9A78QDWwm-vUinXcKXdA,11,68,2,76,46,29,11,41,3,68,7.40741
lrlP4qNytFFYUMsFH2IIzA,0,11,0,0,0,0,0,0,0,11,100
lrqSG8vVPA89bw8bkEmv1w,0,1,0,0,0,0,0,0,0,1,100
lrU9tcy72NGlXhOYgaIZDg,5,17,0,5,2,18,1,0,0,17,100
lStnHNTVl53h6VgFs0zrBw,0,1,0,0,0,0,0,0,0,1,100
lsUCbpgw8L8QDlA7tH7UJw,26,38,0,78,40,29,79,7,3,38,15.7895
lsYdCBeTmRcFrrMiXHQZwQ,0,8,0,2,0,1,0,0,0,8,100
lszzk9cJBQPmmaU9eI6uRw,0,2,0,1,0,0,0,1,0,2,100
Lt0wWyLxZx_ikBpME0Eu5A,7,24,5,47,3,6,2,0,1,24,12.5
Lt3hqWSZFselmx8Ix4jylA,169,26,1,11,7,2,6,4,3,26,15.3846
lTJDLLGlaE9L3EUkDFMqSg,2,10,0,0,0,0,0,1,0,10,100
lTvtN6Ype23fHMzIc8bb8w,141,235,31,631,374,417,176,206,21,235,13.0802
lUAEesLvvNUAYqqkxLFpgQ,99,201,7,79,31,21,20,127,0,201,12.6168
Lul9mSGPgmN9KyZmgknhdg,11,96,11,79,32,16,10,3,1,96,8.73786
lVOEUQFhglKJVfNBhZw58w,0,10,0,3,0,0,0,0,0,10,100
lVpR1TI2NEEannirqozp9Q,22,5,0,0,0,0,1,0,0,5,100
LW5KcqFWaDeVlxyeOHn7Aw,0,9,1,4,1,2,0,0,0,9,10
LWK7ubEIK8gSLhnGVy5MMw,5,5,0,13,16,11,5,0,2,5,16.6667
lWn7ixJPNu3spajKYbTKUg,0,8,1,5,3,0,0,0,0,8,11.1111
lWPt6aNtgd45ibZUeGeKIQ,3,6,0,1,0,0,1,4,1,6,16.6667
lWrTXFAPm-ZZKfmbr0rkNg,0,2,0,1,2,0,1,0,0,2,100
lwYIxA8YQuLQobB_jS0dCQ,1,9,0,7,2,5,1,9,0,9,10
lX-5lk9LW7mW42ZPgpXNpA,0,18,0,1,1,2,0,1,0,18,100
lX8cCAqwSDDmFH6eQKFcng,0,10,0,5,1,2,0,0,0,10,0
lXAKK3ZCE51Z_b2705UfFQ,2,1,0,2,0,0,0,0,0,1,0
lxC4kHkV5kfh1DyuDg-kFQ,0,2,0,0,0,0,0,0,0,2,100
lXG7Mbhi6_nXaTZojpneUg,118,73,0,74,38,28,69,0,5,73,15.5844
lxLvaKzRcN-7gtxyywgRbA,42,257,31,106,29,24,11,40,4,257,3.43511
lY9qezlpIGTlQFJeir4WsA,2,13,0,3,0,0,1,10,0,13,100
lyeoHWpVpOu5D_ThHGVFXw,0,1,0,0,0,0,0,0,0,1,100
lYjGGzFzV5qJWB4UhQ5ncQ,0,1,0,0,0,0,0,0,0,1,0
LYZ3jkyj6E6N9K-uYAV_iQ,0,4,0,0,0,0,0,0,0,4,0
ly-zQYQafVnqp1NGPF2gCw,1,2,0,0,0,1,0,0,0,2,100
lZAfFcPHaxNAHo0Oy7jZ4Q,0,3,0,1,1,0,0,0,0,3,100
lZgGf83NCctO5mkGWXcAlQ,246,443,171,615,239,206,475,479,13,443,7.17489
LzHFUjnj3WSrxbxzdpmLA,0,6,0,2,2,2,0,0,0,6,14.2857
lZhxkaDpnr3zJ2XtXeYT5w,0,11,1,5,0,12,0,1,0,11,18.1818
lzS42JpUQOy2F3XTqLvSzw,1,13,1,3,1,1,1,0,1,13,100
lZt2WKMF2x87L7OyR9AyRg,0,1,0,0,0,0,0,0,0,1,100
lZuutcJmcgtyHGc05f2LmA,0,5,0,8,3,1,0,0,0,5,100
m_1lps-8nqRRyqe5HlsN_g,0,2,0,2,0,0,0,0,0,2,100
m_H93eDKdiBlRv8K7Ffgsg,798,723,126,2055,1116,1215,2920,365,89,723,5.43478
m_K18uYV3BJO4CfTc_UQcA,0,16,1,12,6,3,2,0,0,16,6.25
m_Se2zpli42DtKwpfgYvQA,4,4,0,2,1,1,0,0,0,4,0
M0KAlsggRwdhO7LcFuRObg,0,99,1,8,1,3,4,37,0,99,2.22222
M1fk_IYOyZBKIw6ov8Q9hg,0,45,1,30,12,2,14,0,0,45,3.84615
m1lPgOigKqPl4lWrgW4KzA,0,4,0,0,0,0,0,0,0,4,100
m1sGN8qUvMufljKzM2GO7Q,1,3,0,0,0,1,0,0,0,3,100
m1x6Fka1D-QSNeR4lxoJdg,13,103,13,98,54,27,39,10,0,103,12.5
M2_p2VRHpTZT7uk5G0rGwg,2,13,0,8,3,1,2,4,0,13,15
M2Ebp1uJMpYDDh2g3e22FQ,11,18,0,20,5,7,3,1,0,18,15.7895
m-2lsMLw6H140wVhGCa-Tw,24,322,5,84,47,54,32,0,3,322,90.6832
m35EfPoz_SbmaB1Hr-x00Q,0,2,0,0,0,0,0,0,0,2,100
m3CjczHVAv79Y_0NPjT-Rw,15,122,56,110,21,9,2,0,1,122,7.37705
m4LUqzMZfpNzPe6lSC7fEQ,0,2,0,1,1,1,0,0,0,2,100
m4pTqwSsQ8CHXqSVHpM1Uw,0,5,1,0,0,0,0,0,0,5,0
m4XIvJJh5lSQGQnNPVRW3g,8,17,0,3,0,1,0,0,0,17,94.1176
M4xrqgbGAef9PQOTzj7GOA,13,6,2,10,5,3,1,2,1,6,14.2857
m4yMNcpfHLAgvJJiXmBKDw,82,292,1,324,183,194,63,2,12,292,16.7742
M5dz83BEDwbcZggkaMJDyQ,11,60,32,76,32,21,4,0,3,60,13.1148
M628_58sbDGaViQrxsPuqA,30,141,6,137,67,75,36,0,3,141,18.4713
m6AIbONbf7P56GEaY3Ogxg,0,3,0,1,0,0,0,0,0,3,0
m6c-A3cAbuFL8dz7n2urKQ,0,2,0,0,0,0,0,0,0,2,100
M6iQO7IisOjhX0gL0DHd9Q,15,27,5,16,5,2,1,7,2,27,3.7037
m7ueVfBvNFPlH4pskLOrjQ,5,49,13,63,18,22,15,37,0,49,8
M8a2OutRjkYpPUeh8O7q3g,8,9,0,10,3,1,0,0,0,9,11.1111
m8gxkqX1b9Hh_1v3FGW4lQ,0,5,0,1,1,1,0,0,0,5,100
m9aAn8Nwaxdl2-NmHzkMFQ,0,14,0,7,2,4,1,0,0,14,100
M9dfVaqAmt2BMkJ7imXUYA,0,7,1,7,1,0,0,0,0,7,0
m9odvkrrnkimxRP954rUaQ,0,6,0,4,0,0,0,0,0,6,100
m9pQcIqSshk5bckIW1jHtA,6,37,9,15,7,2,1,12,1,37,7.89474
mAcKlK1bkFejQpIygN8IGA,0,9,1,5,3,0,0,0,0,9,100
mB1H8jp8AemqRRpAX1zZIA,0,1,0,0,0,0,0,0,0,1,100
mbkMoPA1M7SE-K9URB57rA,0,1,0,0,0,0,0,0,0,1,100
mBV4oB4ETcEgBSZEwvz6qw,0,1,0,1,0,0,0,0,0,1,100
mcivsFjaokyoo5WKojOAPA,2,1,0,0,0,0,0,0,0,1,0
mcjE03DH0NHEb0EgJkMcDg,0,1,0,0,0,1,0,0,0,1,100
Mcr3ACvL6GnwLZvXss6VPQ,0,2,0,0,0,0,0,0,0,2,0
md6cBleA4yYQ6IwHL_pApA,1,46,0,1,1,0,0,1,0,46,100
mdB4ZHYEXwTnX_iPwgi9fw,0,1,0,0,0,0,0,0,0,1,100
MdJJZSYbTnLsckIZ6B5KrQ,6,63,28,37,8,13,11,25,1,63,5.7971
MDOZkSdSlDUZLYkNNo9f6g,0,5,0,0,0,0,0,2,0,5,0
mDQ_jM4JYQxUTQF_5OKiyw,0,1,0,0,0,0,0,0,0,1,100
mdqK00q-7PiClsb-wmzvMw,46,123,1,225,175,157,62,54,6,123,5.22388
mDVTOZtMHJrzLvEH142fZw,1,2,0,0,0,0,0,0,0,2,100
MenECw3Y37s3RN0JdVosZg,0,4,0,3,0,0,0,0,0,4,0
mFaeJEbe7BfTP69fEXponQ,2,53,2,38,11,12,1,0,0,53,1.85185
mFCEp69lUV7Zz92gzo1pmw,0,10,0,3,0,0,1,0,0,10,100
MfcU-B_S3M_9YwWX9kbztw,5,1,0,1,0,0,0,0,0,1,0
mFF-stO8hO0SViJEQtFMeg,0,4,0,1,0,0,0,0,0,4,100
mFLLN1uorZ5Q27oJo3Ze9g,0,3,0,2,1,3,0,0,0,3,100
mfY29h-GBJr2e5n9hN9zWw,2,3,0,0,0,0,0,0,0,3,100
mG018i-9nc5EOZMJVwWzTg,21,116,7,172,60,27,11,25,1,116,7.46269
mG19PlaOqiZh_GH4MMl2xg,0,3,0,0,0,0,0,0,0,3,100
MgCzwFEjkpu1i2nExgEvFw,5,16,0,7,5,0,7,6,0,16,5.88235
mggDGHtaeDFaLclgGb6mgQ,0,1,0,0,0,0,0,0,0,1,100
mGNcTMaPys7LGg51yQGkoA,0,1,0,0,0,0,0,0,0,1,100
M-gRw4HLHw7lYPE4CTAkCA,0,1,0,0,0,0,0,0,0,1,0
mHKP4KpM46nlcDzk4xVE1Q,0,1,0,0,0,0,0,0,0,1,0
MHMZQPOOAj8bvcZAnM1NPQ,0,2,0,2,0,0,0,0,0,2,0
mhrshDTD9fGKOlPufu0_IA,0,4,0,1,0,0,0,0,0,4,100
mhsGdg3uiPkS1VP-PQC2tw,1,1,0,0,0,0,0,0,0,1,100
mHTBByVSvpKflgt4ebZAEw,0,1,0,0,0,0,0,0,0,1,100
mi3WOHw1qhHuYqW30NEvDA,0,2,0,2,1,0,0,0,0,2,100
mI70ySvobyD_Rxv4F950bQ,10,25,1,37,10,19,3,0,7,25,7.40741
mie_wb56Y5FzdNcwOQSJaA,4,11,0,8,6,0,1,0,0,11,18.1818
miGqxTmQI9zJ1o1x8e75eQ,10,36,4,72,26,17,15,0,2,36,11.1111
MiLoS7FIC6IjlNL121Qidg,0,1,0,0,0,0,0,0,0,1,0
mix7kSx69Dft_yQ1GtfLyw,0,1,0,1,0,0,0,0,0,1,100
mIxLThcTUp622aU3IgxWQQ,0,4,1,1,0,0,0,0,0,4,100
mIXmGNevEwY-rbTEeb9Vcg,2,15,0,16,4,3,0,0,0,15,100
MJFw7U2RWf1XUHKK9LpAFQ,2,72,19,72,16,20,0,0,2,72,15.2778
MJLV3WfXk47YQggO4FDFmg,22,11,1,6,1,0,3,40,1,11,8.33333
mJmGo-t9KyJWS5SLBFAHgQ,0,3,0,1,0,1,0,0,0,3,100
MJo4suDBofTsIoZroamqDA,11,2,0,1,0,2,0,0,0,2,0
mJpj9IWc2PBNtZ6mkyWbcA,0,1,0,1,0,0,0,0,0,1,100
MjxTNAiWhJTDPmJL5A4BYQ,1,61,12,54,27,23,12,0,0,61,18.0328
mK7fjnVIaomQH8tnLaj0Zw,0,1,0,1,0,0,0,0,0,1,100
mkNjym0D3jPGMfqtyqJqAw,0,8,0,2,0,1,0,0,0,8,100
mKnSFJ2eUevejF72KSr9sg,136,247,19,436,336,234,270,289,14,247,11.5079
mkqrElOcKMKRBYCTqYd-lA,2,14,0,15,2,0,1,0,0,14,14.2857
ml80JMaU4rd03Nskwbs4PA,0,5,0,0,0,0,0,0,0,5,100
mlUgzXN56RHkKLm6lw6s4Q,0,7,0,1,1,0,1,0,0,7,7.14286
mlURM6HPZwBZ3Q1FvghK7g,0,3,0,2,0,0,0,0,0,3,100
mM4ts7KjBicNiiiDuI3OEw,0,3,0,3,0,0,0,0,0,3,100
mm88vItaIyaunaNehncQBA,0,6,1,9,2,1,0,0,0,6,100
mMC_uQA8SI37AVB6_G3PCg,9,12,1,3,2,1,1,2,1,12,0
mmFWdsWP3l1IVHcdHWJb2w,0,6,0,2,1,1,0,0,0,6,100
M-mmenLT6lOHTr-7RbwEag,9,138,10,32,7,23,7,0,2,138,5.7554
mMNqCFD_0BxEEd1CqQaUcw,0,1,0,0,0,0,0,0,0,1,100
mn0gdwPC2m6kZOtnkt_G5w,2,4,1,1,0,0,0,0,0,4,100
mN25MamB30-gtCC-GbvSwA,4,16,0,2,2,2,0,0,0,16,100
Mna6U7kUX36l8-dpDt-U-A,23,102,8,106,17,22,11,5,0,102,11.4286
MNE_lnpqkzkpuxL1WVPHVw,0,2,0,1,0,1,0,0,0,2,0
mNNTlOKX4ChmLfszQhHffg,0,2,0,1,0,0,0,0,0,2,100
mobCrRktkRL_HZxaX8kXQg,8,6,0,19,20,13,8,0,2,6,100
moEE2duOFhdb8VIUaAdXAA,0,4,0,0,0,0,0,0,0,4,100
mOFA967TtavjivznQO2fYw,0,3,0,0,0,0,0,0,0,3,14.2857
moORIbv2rFJO4_616LwDyQ,0,1,0,0,0,0,0,0,0,1,100
mOp9Eyhz_Q1pGDx0Dfapnw,0,1,0,0,0,0,0,0,0,1,100
mOtpMnlD9hrhGwBlnpHpIA,5,7,0,2,0,0,0,0,0,7,100
Mp4bVY4z_zZdM6woQRXcqA,0,12,0,4,0,2,0,0,0,12,6.66667
mPBit7j-7KfRg1w9An_Xjw,0,9,0,3,0,0,0,0,0,9,100
mPGUTB5sGS5Zs1gbyE3a7Q,0,6,0,0,0,0,0,0,0,6,100
MPRRht7_4FJxRJnzrBESZQ,6,8,0,28,15,15,2,0,0,8,12.5
mpyCtuyC484C2M5UsYYE3Q,1,4,0,1,1,1,0,0,0,4,100
mq2OiQk-uPmvQ4rz5tooUg,13,83,7,106,27,23,5,0,0,83,10.7143
mQ3KRljuw3uAx_AbR1GKfw,3,19,0,18,6,7,0,0,0,19,0
mqFjvS_u9GN3i2oZ7A51uA,0,1,0,0,0,0,0,0,0,1,100
mqnUHcunZI9IPMu4G618wA,0,5,0,0,0,0,0,2,0,5,100
mqVVhP9VdaJcjA4OPgDqHQ,1,16,0,7,3,0,0,0,0,16,100
Mrjv36He6wEFYOnwtNe7ww,2,71,10,43,17,23,5,117,0,71,16.9014
MRqhFhQJhkhKzLL1RgBdsA,40,94,29,224,96,47,47,1,3,94,17.0213
mRS8Dk4z7oUpGojUWUk_Ng,0,4,0,0,0,0,0,0,0,4,100
mRtWgfkXeMFgNqJBrHjEqA,3,3,0,4,2,0,0,0,1,3,100
msCaXN0XxD2Ar96T7zZ4gQ,0,4,0,0,0,0,0,0,0,4,100
msGW0NJyKxlRXTqnNIwFDA,0,13,0,3,3,0,0,0,0,13,15.3846
MshojFMU-M1bWbA9j3YtA,6,5,0,4,0,3,0,0,0,5,16.6667
mSMGqoBekl46LPliKIQfFQ,0,1,0,1,1,0,0,0,0,1,100
mSQQNQtMEbtDYyxTAo9aFA,1,4,0,4,2,1,0,0,0,4,100
